reviewContent,label,rating
"Hari ini Estimasi hari Terakhir! TOLONG KIRIM, BARU KALI INI KECEWA DENGAN LAYANANNYA",negative,1
murah. bagus. sesuai pesanan,positive,5
masih belum dipakai,negative,3
5 dari 5,positive,5
"KECEWA pakai BANGET... Barang rusak yang di kirim... saat ditest dilayar tv ada garis hitam tebal, sehingga barangnya saya kembalikan... Merepotkan pembeli pokoknya...  pokoknya Kecewa",negative,1
tulisan sih 32G.. kenyataan nya setelah diceck cuma 4G.. sudah saya format ulang memang cuma 4G.. pantesan murah..,negative,2
enggak bisa buat nyimpan video tiap mau nyimpan data suka hilang.,negative,1
Saya pesan yang 32 gb barang datang 64 gb saya isi lagu mp3 belum sampai 40 lagu sudah penuh.setelah saya putar ternyata yang kebaca cuma 15 lagu yang lain enggak kebaca .. Sayabkecewa produk ini abal-abal.,positive,5
"ok, nyala dan kurir juga ramah",positive,5
Saya pesan pakai jasa gojek seharusnya sampai tanggal 30 nov tapi sampai saat ini barang saya belum sampai juga.. tolong jangan buat orang kpok beli dilazada.!!!!! Pelayanan tidak recomended,negative,1
walaupun yang datang tidak sesuai dengan keteranga indak masalah sesuai 32gb,negative,3
Sesuai yang di inginkan..,positive,5
barang enggak bagus... kapasitas enggak sesuai,negative,1
Kecewa,negative,1
TV telah diterima dengan baik dan selamat namun sangat mengecewakan karena ternyata bonus kartu perdana smartfren 360 GB telah dibuka dan hanya menyisakan sampulx saja...pencuri,negative,2
seperti nya ini hanya pengalihan dari pertanyaan saya .mengenai produk pesanan saya yang terakhir saya pesan.karena sampai sekarang belum juga sampai,negative,1
Barang sampainya lama.. sudah begitu enggak bisa ngebaca file kecewa banget,negative,1
"barang nya sudah sampai, tapi kabel hardiksnya enggak ada, cuma ada casing doang tanpa kabel.",negative,3
mantap sesuai tanggal diterima nya.,positive,5
matap kirim nya expred,positive,5
barang tidak sesuai pesanan,negative,1
barang sesuai diskripsi .mantap..cuma kapan ya saya dapat bonus untuk catchplay nya,positive,5
produk orisinil harga murah,positive,5
"Coba komentar dari pihak lazada , apakah ini benar 100% asli 64gb atau tidak. Tolong di jawab agar pelayanan baik",negative,1
layar tidak berfungsi,negative,1
"Pengiriman cepat, barang mantap",positive,5
pengemasan ok kurir baik,positive,4
kau...kau.... mantap eror ful h,negative,1
"Barangnya sudah sampai cepat banget, packing nya juga rapi tapi pas dicoba flashdisk nya ke komputer kebaca tapi penyimpanannya hanya 29,7gb. saya coba mindahin video ke flashdisk ini malah enggak bisa, ada tulisan flashdisk rusak. Saya harus bagaimana ini? cara menukarnya bagaimana? saya butuh banget flashdisk nya sebelum masuk sekolah tggl 15 juli. mohon kerja samanya kak:)",negative,2
puaslah pokoknya...bintangnya 3 dulu,negative,3
pesenan 4 macam yang di kirim cuma Saturday macam,negative,2
"pengiriman cepat, respon baik, barang tiba dengan selamat dan sesuai pesanan. rekomendasi banget. terimakasih.",positive,5
"Produk berkualitas, harga sangat miring. Packing bubble wrap tebal doang tapi 100% aman tanpa cacat. Minusnya cuma 1, pengiriman yang lama (kurir n*nja expres - otomatis karena fre ongkir) hampir 3 minggu barang baru sampai. overal mantap lah. bukan kaleng2. mudah mudahan barang awet",positive,5
saya kecewa flashdisknya korup transfer data enggak 100%,negative,1
pakai ongkir ngx,negative,3
Kalo mindahin data/foto pertama lncar tapi kalo kedua kali malah jadi enggak kebaca datanya,negative,3
"Smart tv ini sudah saya terima 11 hari sampai dan saya ambil sendiri di JNE, ada beberapa kekurangn tv ini, UHD 10 sebenarnya ada tidak pada tv ini sbagaimna disebutkan dalam iklan promosi tv ini, juga apl google play  sangat terbatas dan tidak lengkap alias dibatasi, apl google chrome tidak ada,  uc browser  tidak ada, jadi perlu penambahn prangkt aplikasi nya yang lebih banyak, agak sdikit mgengcewakan, tapi karena tv ini 50 inch, hrga murah dan sudah android jadi sedikit mgobati kekecewan. Tks.",negative,3
Pengiriman Cepat... Packing Rapi & Safety... Recommended Seller From LAZADA... Semua Fungsi Normal... Semoga awet kedepannya... terima kasih... !jempol_ke_atas!,positive,5
"beli smarttv untuk orang tua, pada 12.12, barang sampai cepat dan tepat waktu tanggal 13 desember, paking buble wrap tanpa kayu,. Entah dapat barang bagaimana, begitu dicoba ada kendala pada layar saat di pencet volume+/- layar jadi hitam separuh. selain itu bagus bagus saja TVnya. WORTHED tapi BUY, sekarang saya mau proses refund, bagaimana prosesnya??? sukses untuk lazada dan cooca.",negative,3
"bagus,istri puas",positive,5
"Produk ok, standar warna dan gambar cukup baik, harga promonya menjadikannya value for money.",positive,5
"dijudul + Nvidia GT920MX, ternyata tidak ada, cuma Intel Grapich 520",negative,1
"Bagus, cepat dan puas",negative,3
"original, biarlah bintangn yang berbicara",positive,5
mantap suara nya,positive,5
"barang sesuai gambar,accesories lengkap,txz lazada",negative,3
"sama seperti gambar, fitur standart,tidak ada audio out untuk speker,masalahnya suaranya standar sekali.overal lumayan dengan harga ekonomisnya.",positive,4
"Packing bagus, hanya saja bonus OTG ada yang enggak jalan alias rusak, untung beli 4 biji rusak 1, enggak apa apa laaah",positive,5
Kecepatan pengiriman Oke .. cuman Packing kayu nya kurang safety. harga dan ongkir seharusnya sudah di kasih packing kayu. kalau bisa jangan lakban lazada..,negative,2
"Bukan Android TV.   berasa tertipu. dikirm TV nya cacat Pabrik, kaca tv bagian dalam ada bercak hitam 2-3 senti, enggak enak banget beli TV baru cacat.",negative,1
enggak sesuai bagaimana ini cara balikin ya di oper2 begini sama lazada sama ninja,negative,1
"sudah terima, semoga awet",positive,5
tv bagus dan sesuai deskripsi. terima kasih seller dan lazada,positive,5
"korup terus kalo di copy ke fd,mengecewakan",negative,1
"pengiriman sangat lama sekali,dikarenakan ninja enggak sengaja bawa tv saya ke gudang sidoarjo padahal saya di surabaya. telfon CS lazada tidak memberi solusi malah disuruh menunggu, jadi saya telfon ninja,respon CS ninja sangat luar biasa, langsung dikirim keesokan harinya oleh kurir, salut banget untuk CS ninja xpres meskipun barang saya nyasar ke sidoarjo.. sedangkan TV sampai dengan selamat tanpa cacat apapun,keadaan normal,sempat kaget juga karena hanya dibungkus wrap tanpa packing kayu.. but overal okeeeey",positive,5
Barangnya sesuai gambar.... desain unik dan yang pasti berfungsi dengan baik... thx,positive,5
"YANG SAYA MAU SHARE disini BUKAN BARANGNYA TAPI PENGIRIMANNYA yang TERLAMBAT. pada tanggal 10 AGST SAYA BELI N BYR DENGAN MENGGUNAKAN PENGIRIMAN CEPAT YANG DIJADWALKAN tanggal 11 AGST. NAMUN BARANG TAK KUNJUNG SAMPAI PADA TNGGAL 11 AGST, BARANG TIBA tanggal 12 AGST. PADAHAL SAYA SUDAH BAYAR 126RB UNTUK METODE PENGIRIMAN CEPAT. BUAT APA SAYA BAYAR 126RB UNTUK PENGIRIMAN CEPAT YANG DIHARAPKAN 1 HARI SAMPAI TAPI TIDAK SESUAI HARAPAN. SAYA meminta KOMPENSASI ATAS KETERLAMBATAN  INI...SAYA SANGAT KECEWA DENGAN LAYANAN PENGIRIMAN CEPAT LAZADA LEBIH BAIK PENGIRIMAN STANDAR SAJA yang GRATIS TOH BARANG SAMPAI JUGA SAMA saja WAKTUNYA",negative,1
barang bagus cuman pengirimannya lama hehehe. tapi untuk keseluruhan ok,positive,5
"Barang tiba dengan selamat, sudah beberapa hari di pakai. enggak ada masalah, semoga lancar terus dipakainya. Recomend seller",positive,5
bagus dan jelas,positive,5
celana dalam ROM for Driver nya TIDAK ADA,negative,2
Ini layar bisa di sentuh enggak ya?,negative,2
"Pertama datang di cek isinya 52,6 GB hari ini dicoba pakai enggak bisa..meminta format2 terus.. Kecewa, sebaiknya beli di toko komputer saja.  Beli di lazada kayak beli kucing dalam karung sekarang barangnya enggak bagus mulu kualitasnya. Kapok. Sorry tapi Lazada.",negative,1
"barang bagus, tapi sayang covernya tidak ikut dikirim, padahal digambar ada covernya.juga!wajah_berkeringat!",negative,3
Barang sudah sampai...thx lazada,positive,5
"mantaab TVnya... kurir ninja expres juga hebaat, baik cepat dan ramah.. recomended pokoknya..",positive,5
sebenarnya barangnya bagus.. cuma sekarang lagi ragu apakah bisa menangkap digital?? kalo di youtube sih bisa. tapi enggak ada ket DVB T2. hadeh kalo enggak bisa berarti siap2 menambah duit buat beli Set-Box lagi !wajah_menangis!!wajah_sangat_marah! mohon seller tanggap responnya saat ditanya buyer. dan ingat JUJUR ! berdagang,negative,3
Asli,positive,5
"Di diskripsi usb 3.1,tapi setelah di order yang datang 3.0",positive,4
sip... tanks,negative,3
"thank you,TV nya bagus. enggak ada cacat sama sekali.",positive,5
"Kecewa, flashdiskny enggak bisa diformat ke NTFS + copy file gede corrupt, mau jdiin bootable windows eh detect nya bukan 32gb malah jadi 33gb -_- abal nih fd kekny...",negative,2
Gan ini apa bedanya dengan yang sharp aquos 170i ya?,positive,5
Bisa kredit dengan home kredit enggak?,negative,2
"Lumayan...harga murah,kualitas gambar bagus,hanya suara nya cempreng/mono.",positive,5
Barangnya bagus dan kondisi aman. Tetapi untuk pengiriman bikin jengkel. Lama benar dari JNE. 2hari di JNE Bekasi enggak bergerak sama sekali. Lain kali paket kurir Lex atau yang lain saja. Sama kayaknya produknya sudah dibuka untuk di review karena dus atas sudah kebuka tengahnya dan lakban kayaknya bukan yang asli bawaan pabrik,negative,3
Mantap...,positive,5
flashdisk,negative,3
"Pengiriman ke surabaya cuma 1 hari thanks lazada,,  semoga awet sudah dicoba dan memuaskan.",positive,5
PUAS banget ...barangnya bagus..TQ ya,positive,5
sesuai dengan pesanan n cepat,positive,4
"barang sesuai dengan pesanan, terima kasih :)",positive,5
"saya kecewa barang nya enggak bisa di pakai sama sekali kak, di tukar bisa enggak kak...",negative,1
Bungkus hardisk nya besar banget..,negative,1
"lexnya dtng malam banget, jadi barang yang terima orang di rumah!!! belum di cek",negative,2
Tidak di packing kayu dan barangnya rusak. Layarnya retak. Kirimnya pakai JNE,negative,1
baguuus !hati_merah!,positive,5
"Nangkap sinyalnya kurang bagus, padahal sudah pakai antena yang bagus yang di pakai di tv yang sebelumnya",negative,3
sesuai barangnya. terima kasih:),positive,5
isi 28gb. berfungsi baik,negative,3
Ternyata kecil banget. Tapi tetap suka,negative,3
Puas.. packaging rapi dan bisa digunakan dengan baik,positive,5
Tulisannya 64GB tapi isinya cuma 16GB..!wajah_bosan!,negative,1
sangat buruk.tidak bisa di pakai.katanya 64g tapi isinya 8mb!jempol_ke_bawah!,negative,1
Alhamdulillah tv nya bagus dan paking nya rapi,positive,5
"Saya sangat kecewa karena ke 3 flashdisc yang saya pesan semuanya eror, tolong lazada baru kali ini saya  sangat kecewa dengan mitra anda. Saya mohon dikembalikan saja uang saya!wajah_menangis_keras!!wajah_menangis_keras!kalau bisa enggak ada bintang untuk anda",negative,1
Lumayanlah lah ya... Walaupun sempat di PHPin ekspedisi..  Untung team lazada cepat tanggap luar biasa...,positive,5
"sesuai dengan deskripsi produk,",positive,5
saya msen yang 32gb kenapa datang nya 16gb,negative,1
paket belum saya terima mohon koreksi,negative,1
thx gan,positive,5
wadah exten,negative,1
enggak dapat kabel apa-apa parah,negative,3
"Harapannya senang tapi ternyata kecewa berat flasdisknya di isi file setiap kita pindah datanya menghilang sendiri,  dan anehnya kalo kita cek di laptop file nya ada tapi indak bisa di buka, jujur kecewa banget kali ini sama lazada",negative,1
Untuk semuanya kurang .. Sulit dpet chanel Antv buat lihat sinetron india,negative,2
"overal puas dengan barangnya bagus :di dipegang enteng sih enak tidak berat dan mungkin tidak ringkih tapi saya kira 24 inch itu besar banget tapi ternyata tidak, pokokny puas lah dengan barangnya!wajah_berkedip!",positive,5
"Barang nya sudah sampai,kok langsung ke hp enggak bisa ya?saya order biru dtng nya merah..eehhhm..",negative,3
Semua file jadi ghaib bila masuk ke flashdisk ini Sejak barang datang aku curiga kenapa ada hadiah handsfre,negative,1
"pengiriman barang sempat tertunda..harus telepon kantor pengiriman..dan meminta kirim ulang, dan akhirnya sampai sesuai pesanan.terima kasih",positive,5
masih tahap test dulu ya..,negative,3
"Produk berkualitas, packing rapi dan pengiriman cepat.",positive,5
Yang dipesan coklat ASN Waskat yang datang ASN coklat Pol. P,positive,5
"pengiriman cepat, pecking rapi",positive,5
"pesan 2 flashdist kenapa datang nya 1 tolong dong di cek dulu sebelum di kirim,  Mana bayar nya 2 lagi",negative,1
"produk mantap, mulus, kualitas gbr mantap, fast response, pesan 1 hari langsung sampai besoknya, packaging rapi dan aman...mantap dan top banget lazada ...tak a lot lazada ...",positive,5
frekuensinya kok tidak mendapat tanyangan RCTI. SCTV. dan INDOSiAR meminta arahan agar dapaet siaran tersebut  kok gambar jadi tersendat sendat ya .kayak vcd rusak. wah enggak bagus. nih tolong di tindak lanjut ya,negative,3
produk bagus. tapi packing kurang bagus,negative,3
barang oke,positive,4
"Tidak dapat braket, sticker segel juga sudah terkelupas, seperti bekas service",negative,1
"original ,komplt +kartu garansi masih segel",positive,5
"Barang bagus,cepat sampainya.. Thx lazada",positive,5
sampai dengan selamat dan barang sesuai no tipu2 pokoknya sukaak,positive,5
"barang orisinal sesuai gambar, malam order siang barang datang, sangat puas blanja di  lazada",positive,5
tau lah promo dan murah....tapi kalo produk rusak jangan dijual...baru dipakai sudah corrupt...ya sudah itung2 saya amal kan kekamu saja uangnya,negative,1
"Flashdisknya bisa digukan cukup baik. Tapi otgnya enggak bisa, sudah digunakan beberapa hp juga tetap enggak bisa connect.",negative,1
barang sesuai dengan deskripsi,positive,5
"di pc lancar2 saja. Ketika dicoba di audio mobil malah ""unsupported file"" . Aneh",negative,2
"ini benar benar bagus, terima kasih",positive,5
"Cooca Android TV 40s5g recommended banget, dengan harga flash sale mendapatkan fitur yang keci habis, pengiriman cepat, packing kayu Dan bubble wrap Aman, semoga Awet dan after sales nya bagus",positive,5
barang sampai tinggal di test thanks lazada,positive,5
Produk OK.. cuman belum cocok dengan kabel hdmi saya :di mungkin beda versi kabelnya.,positive,5
"barang diterima dengan kondisi baik meskipun tanpa kotak kayu...sedang dicoba sejauh ini lancar dan mantap, semoga selalu mantap dan awet..",positive,5
barang bagus... pengiriman super cepat cuma 2 hari langsung sampai....,positive,5
Barang nya bagus.pengiriman super kilat dan murah....saya pesan tanggal 30/01/2018 jam 3 sore eh tanggal 31/01/2018 jam 10 sudah nyampek barang nya...tapi satu sih kurir nya agak jutek jadi saya kasih bintang 4 dulu saja lah....,positive,5
barang tidak dapat mnyimpan pile. pile hilang begitu saja,negative,1
"PENGIRIMAN LAMA BANGET pesan tanggal 23 MARET 2018 BARU sampai tanggal 04 APRIL 2018 PADAHAL POSISI SAYA DI JAKARTA, COMPLAIN SETIAP HARI KE CS enggak MEMBERIKAN SOLUSI CUMA DI SURUH menunggu DAN menunggu enggak JELAS!",negative,1
sangat baik cuman sayangnya enggak bisa pilih game,positive,5
Barang oke kualitas oke punya. Pengiriman kurang memuaskan.. Kurirnya tidak mau mengirim kalau di dalam perkantoran yang memiliki parkir berbayar. Jadi harus ketemuan diluar.tolong dibenahi.tks lazada,negative,3
sayangnya hisense pureshot CDMA tidak mendukung fitur OTG,negative,2
pengjriman cepat pakai ninja van id...mendingan pakai ninja van id di banding yang lain..,positive,5
kenapa baru pakai beberapa hari langsumg error begini ..cara klaim garansi bagaimana?tolong pihak dari pihak lazada membantu....please help,negative,2
"bagus, murah, cepat sampai",positive,5
"barang sudah sampai tidak ada cacat fisik , tapi kapasitas tidak work",negative,3
"jujur, laptopnya lemot banget:))",negative,3
barang cepat sampai. nice,positive,5
Yang menulis ulasan pada menghayal semua.,positive,4
Cara cicilan bagaimana?  pakai dp enggak?,negative,3
kecewA,negative,1
otg enggak ke baca sama hp.. belum tau kalo ke komputer mau return barang bingung,negative,1
Kecewa dengan pengirimannya lambat sekali + kondisi barangnya 90%.,negative,2
mantap harga murah speed nya kencang.,positive,5
"Mantul...Barang Bagus, Pengiriman Cepat ... top seller, recomended",positive,5
"Barang unik,lucu saya suka cuma lama az pengiriman nya packing rapi, nanti mau order lagi..tapi yang cepat ya kirim nya...terima kasih",positive,5
"alhamdulillah sudah datang TVnya terima kasih lazada semoga awet, bagus juga tvnya",positive,5
layar lcd cacat bercahaya kekuning2an.,negative,1
"Bagi Yang Minat Order/Pesan Barang Kami,Untuk Lebih Memastikan silakan ada WhatsAp/WA 0852 5072 0044 ..atau invite PIN D9066CB6 Langsung Dari Reseller Toko..Terimah Kasih.",positive,5
Pertama colok masa flashdisk sudah error terus enggak bisa dibuat bootable dan format . Akh kacau lah,negative,2
Barang di terima dengan baik dan sesuai dengan estimasi waktu,positive,4
Barang bagus tapi masih belum di coba..pengiriman lumayan cepat..,positive,4
belum di coba semoga nyala,positive,5
Sesuai pesanan.. terima kasih.,positive,4
Barang diterima dengan baik dan 100% orisinal....walau agak sdikit lama menunggu...hehehehe,positive,4
Flash disk OK...... & untuk OTG Adapter Android Robot Hitam tidak bisa konek. enggak masalah yang penting  flash disk sudah bisa dipakai <<<..thanks gan...>>>,negative,3
sudah diterima barang bagus sesuai pesanan,positive,5
"tv sudah sampai tapi kurir yang ada di kota Lubuklinggau, dari ninja ekspres kurang sopan, 1. disuruh ambil sendiri di loket. 2. waktu mengantar paket tidak ramah. harap diperhatikan lagi. terimakasih",negative,3
enggak taunya kegedean sama hd merk wd.. tapi its ok,negative,3
"Barang original, packing rapi, sudah dites dan working. Terima kasih Lazada dan k1mi.",positive,5
"karena segel sudah terbuka, kalo harganya sih murah",negative,3
"Barang sudah sampai tanggal 7 feb 17:00 .. Paket rapi dari luar sampai ke dalam"" .. Thx lazada dan kurir nya (ya)",positive,5
"barang sampai dengan selamat!wajah_gembira_dengan_mata_bahagia!, mskipun buble warp nya tipis tanpa packing kayu. mudah-mudahan awet barangnya,",positive,4
barangnya bagus cuman pengirimanya agak lama,positive,5
The item was sold is same as ini description.,positive,5
"Pengemasan nya rapi, flashdisk nya pun berfungsi dengan baik. Thanks lazada",negative,3
"Terima Kasih Kualitas barang OK, pengiriman cepat",positive,5
punya saya cepat rusak,negative,1
"Barang cukup bagus selaras harga yang dipatok. Cuma spec. nya enggak sesai. Socket USB cuma 1, baru sebatas DVB-T  (belum DVB T2) dan DVD sih. Kartu Garansi dan Bukti Pembelian tidak disertakan. Padahal itu menjadi syarat dalam komplain garansi bila dikemudian hari diperlukan.",negative,3
"mantap...pengiriman cepat, pesan tanggal 10 tanggal 12 sudah sampai, kurirnya baik !jempol_ke_atas!!jempol_ke_atas!!jempol_ke_atas!",positive,5
Lumayan produk+ layanannya... membanyaki varian inch diatasnya yang bisa cod biar enggak usah jauh2 belinya...,negative,3
Saya pesan 2 kenapa dtngnya 1 ya ?,negative,3
"barang sudah sampai....cepat banget sih memang, hari ini bayar, langsung proses langsung kirim besok sudah sampai, tapi packing an nya itu sih yang agak riskan, cuma pakai buble warp 1 lapis langsung kotak dus kecil begitu, agak riskan kalo kebanting atau ketimpa...belum di coba",negative,3
"Produk sampai dengan selamat. Tapi pengiriman terlambat 4 hari. Tidak bisa Netflix, mohon segera ada perbaikan agar support untuk Netflix.",negative,3
Mau tanya bagaimana pesanan saya .. notifikasi di akun barang sudah sampai tapi hari ini saya belum terima padahal pengirimannya pakai gojek tolong di cek kembali ...,negative,1
good !jempol_ke_atas!!jempol_ke_atas!,positive,5
1 bulan cathplay dan 6 bulan hooq bagaimana cara aktifnya?,positive,5
Barang ini tidak terbaca di komputer Mana pun.. padahal saya sudah coba dengan beberapa komputer.. jadi percuma membelinya karena tidak bisa dipakai.. Mau saya kembalikan Invoice kertasnya sudah hilang.. kalau bisa barangseperti ini jangan di jual lazada. Karena merusak. Brand image lazada.. Mohon dapat dihapus. Biar tidak merugikan Customer lainnya yang pesan. Thx,negative,1
Kecewa dengan barangnya buat menyimpan file enggak bisa padahal tertera ukuran 64gb tapi enggak bisa buat menyimpan file,negative,1
bareng saya kembalikan karena bareng yang satu lagi tidak saya Terima....,negative,1
parah baru satu hari tiba-tiba layar blank hitam,negative,1
"yang lain oke, kabel otg enggak fungsi...",negative,2
TOP deh.. asli dan memuaskan.. terimakasih Samsung,positive,5
"tq.. sudah sampai dengan baik.. kurir ramah, mau menunggu saya pulang kerja dan kirim ke tempat lain dulu..",positive,5
"Pesanan saya sudah lewat estimasi kok enggak nyampe2, padahal posisi saya di Bandung Barat. Apalagi yang di luar Jawa.... Tapi walau telat, barangnya bagus. Tks lazada atas layanannya, semoga bisa tetap menjaga komitmen terutama dengan bebas ongkirnya.",negative,3
mendarat dengan aman..langsung di tes dan berfungsi dengan baik...terima kasih,positive,5
"Barang diterima dengan baik, belum dicek. semoga awet...Terimakasih Lazada",positive,5
"Rezeki banget memang. Daridulu ngincer tv cooca ini. dapat harga murah pas flash sale lagi. Harga murah, kualitas baik. Order tggl 22 maghrib, tggl 23 jam 9 sudah sampai rumah. Gratis ongkir. Packaging pakai bubble wrap saja, tapi sok far lumayan lah. enggak ada kerusakan.",positive,5
Sangat sangat sangat sangat puas! Mantab!!!,positive,5
Ok banget dengan harga yang murah. Pengiriman dalam 3 hari sudah sampai. Packing ok banget rapi dan aman dengan bubble.,positive,5
sudah lama menunggu sale... akhirnya adalagi tks.. namun diujicoba,positive,5
bisa dipakai buat pc.....,negative,2
Gambarnya gila jernih banget persis aslinya bukan dalam layar tv. Good job,negative,3
"barang bagus, sejauh ini tidak ada masalah. tapu yang namanya gadget, semuanya di awal-awal serba lama. tapi setelah dibuka, semuanya lancar. sok jangan panik dulu bro.",positive,5
enggak bisa di pakai harus format terus,negative,2
"Barang sesuai dengan gambar dan kiriman juga cepat. Untuk spesifikasi yang tidak temukan di deskripsi -casing dari plastic, bukan metal -casing tidak ada sleeve lain, jadi hanya ada casing dan cable USB 3.0 -instalasi HD lumayan gampang, tidak perlu baut atau skrup -jujur saja kalau hanya dengan komponen plastic, kalau beli langsung dari pabrik china mungkin bisa dapat dengan harga kurang lebih IDR10,000 -tapi secara keseluruhan ok. tidak bisa bilang fantastis, tapi juga tidak bisa bilang jelek sekali",negative,3
otg oval enggak bisa langsung connet,negative,3
"barang sudah sampai, pesan kemarin siang ini sampai, baru mencoba pasang hd nya, belum tes speed nya, overal good lah..",positive,4
bisa nampung data dengan baik dia tapi pas di save buat diplay di TV kadang videonya crash enggak bisa diputar,negative,3
Paket sudah diterima. Order 25 des - 4 jangan,positive,5
"Gan saya pesan tanggal 11 tapi sampai sekarang barangnya belum datang-datang, dideskripsi pengiriman tanggal 16-21 barangnya datang. Butuh kejelasan.",negative,1
Kalau bayar ditempat bisa hari ini sampai tidak?  Lokasi saya di Bogor.. Saya baru pertama kali pakai lazada,negative,2
"tv yang saya beli sudah rusak lagi, masih garansi apa enggak?",negative,1
"barang telah diterima..untuk klaim hooq nya xiaomi suruh hubungan lazada..lalu di pingpong lagi hubungan xiaomi,,,waspada after sales nya ....",positive,5
"Thanks LAZADA..  tv sampai dalam 3 hari saja, barang murah tapi kwalitas bagus",positive,5
layar/screen nya pecah dan barang sudah di kembalikan ke SeMART Komp... saya tunggu laptopnya dikirim kembali yang sesuai dengan permintaan saya,negative,2
thanks gan barang deh nyampek dengan selamat,positive,5
Bagus barangnya dan diproduksi di dalam negeri. moga awet,positive,5
Boleh enggak kalau misalkan credit,negative,1
"Barang sudah diterima, packing bagus. Tapi kartu garansinya tidak di cap, kosong saja, apa bisa dipakai nanti?",negative,3
tv pintar bagus dan komplit,positive,5
"terima kasih lazada dan good good shop, barang sudah di terima dengan baik dan sesuai dengan dikripsi, mungkin camera saja agak kurang, but its okelah, thanks",positive,5
Led tv nya mendarat dengan selamat. terimakasih Cooca n Lazada. Ini belanja ke 2 di cooca dan sudah 3 unit yang dibeli selalu puas.,positive,5
barang okey.. kurir okey... duit okey... lazada okey....,positive,5
"Kecewa sekali....pesan saat harbolnas (12-14 Des 2016) pas harga nya murah (sekitar 29k)...eh sudah pesan ternyata di akhir bulan pesanan ditolak.... Kapok deh belanja di seller ini, enggak tau barangnya enggak ada atau takut rugi ngejualnya...",negative,1
"Good product , low price",positive,5
mengira ukurannya biasa ternyata lebih kecil dari yang biasa. Untuk kwalitasnya T.O.P lah pokoknya. Terima kasih lazada.,positive,4
"Barang belum di terima, tapi ada notifikasi barang sudah diterima. coba cek dulu baik-baik sebelum send notifikasi. Dulu pesan tas anak merk onlan, jasa pengiriman lewat LEX, alhasil barang di send balik ke pusat, alasan katanya kantor enggak ditemukan ( Buset, Hotel Besar di Pusat Kota Makassar enggak ketemu). sekarang pesan FD,jasa pengiriman LEX, barang belum di terima, tapi ada notifikasi sudah diterima. hadeh....",negative,1
"remote tidak ada di paket,sudah hubungi pihak ichiko,mereka kekeuh bilang sudah ada di dalam dus.mengapai saya bohong remote tv abal-abal harga paling 50rb Sebelumnya sudah pernah pesan,yang sampai tv bergaris,sudah saya kembaliin juga.merk sampah,cs sampah,tidak layak dibeli",negative,1
kecewa.. tidak bisa dipakai..,negative,1
Barang sudah sampai dengan metode cod,positive,5
"Konfirmasi pengiriman cepat (thanks) & paling pertama 22-03-2017(senang dong pesanan langsung proses), pengiriman pakai Ti** sampai di Kota saya Tanggal 24-03-2017(Wah deh mau sampai nih, memang TOP deh Lazada), tapi sampai sekarang barang belum  dikirim padahal barang yang lain sudah sampai semua 31-03-2017(keceeeewa...).  Update: Akhirnya setelah sekian lama menunggu datang nih barang 05-04-2017 dengan alasan tidak ada kurir yang mengantar. Pertanyaannya: Nah loh dia tuh bukan kurir? Logistik besar Ti** tidak ada kurir? Kemana semua Bro kurir nya? Berhubung FD nya bagus, work, 3 Bintang deh. Thanks Lazada.",negative,3
"Lazada pengiriman cepat semua barang berjalan dengan baik dan bunosnya pun juga, TERIMA KASIH LAZADA",positive,5
"Maaf baru  mengasih ulasan soal nya tv nya baru di coba, sempat kaget sih kok tv nya enteng banget biasa nya kan berat !wajah_gembira_dengan_mata_bahagia! tapi bagus banget sih pas di coba terima kasih saya suka tv nya !wajah_memberikan_ciuman_dengan_mata_bahagia!!wajah_memberikan_ciuman_dengan_mata_bahagia!!wajah_memberikan_ciuman_dengan_mata_bahagia!",positive,5
barang bagus dan puas pokoknya,negative,3
"Overal, bagi saya Smart TV Lite Cooca ini masih kurang dan lebih baik pilih yang 32 biasa tanpa embel"" smart karena kurang banget fiturnya. Tks Cooca !jempol_ke_atas!",negative,3
"Sudah saya bayar via indomart, tolong segera dikirim ya.",negative,3
"enggak ada kartu garansinya, selebihnya oke lah",negative,3
"harddisk cepat panas.,.",negative,1
tak bisa digunakan,negative,2
Jos banget,positive,5
barang bagus.. original. pengiriman cepat.. terima kasih lazada,positive,5
Barang bagus dan sesuai deskripsi,positive,4
produk nya bagus,positive,5
mantul.. tks lazada dan kurirnya,positive,5
"packing seadanya,,, bubble wrap sudah pada sobek,,, tapi Alhamdulillah selamat....",positive,4
Voucher potongan 60 sudah enggak blaku kah?,negative,3
Flashdish enggak bisa digunakan alias rusak enggak bisa menyimpan lagu-lagu Mp3 ataupun Mp4. Kecewa Belanja di sini..!!!,negative,1
Ke madura cuma sehari. Kaget. Barang bagus. Semoga awet,positive,5
"barang di kemas dengan rapi, tapi barang mungkin yang saya terima cacat. saat akan menindahkan file setelah di save data kembali hilang dan saat saya sambungkan ke tv file tidak di dukung tapi saat saya memakai FD Toshiba milik mama saya dapat tersambung.",negative,2
"Kecewa,,,  barang nya enggak orisinal,,  memasuki data banyak yang enggak bisa kbaca,,",negative,1
