content,label
"hasil pemakaian sebulan, rambut terasa halus, tebal, hitam, rontok berkurang..untuk uban belum terlihat hasilnya..lanjut order botol ke 2",Positive
"Setelah bayar langsung dikasih akses, proses cepat, kelengkapan sesuai, admin membantu sekali dlm tanya jawab. Terima kasih.",Positive
"KARTU SD NYA CUMA 29,71 GB, KATANYA OFFICIAL, TAPI MALAH MKSOFFICIAL. KECEWA, INI TIDAK ORIGINAL.",Negative
"Produk sesuai, respon cepat, pengiriman cepat",Positive
Lumayan lah untuk harga segini,Positive
"Diterima dalam keadaan packing terbuka dan terlihat sudah pecah. Komplain tapi harus kembaliin barang, malah ribet dan jadi repot sendiri.",Negative
selalu puas...mantab,Positive
"Barang nya sampai dengan selamat ,sudah di coba dan lumayan bagus sesuai harga. next akan beli lagi alat yang lainnya .??Packaging aman dan bagus.",Positive
"Suka banget ama slamenya, bonusnya byk. Pengiriman cepat, semoga makin sukses seller",Positive
Kualitas bahan bagus ??. Jahitannya rapi. Warnanya cantik ??. Model Celananya cantik ??. Nyaman dipakai ?. Bahan menyerap keringat. Ukuran sesuai. Tidak menerawang. Bahannya adem. Bahannya lembut. udh punya warna navy dan dark grey. pengen lagi warna lain. Bagus pake banget.,Positive
barang bagus banget build qualitynya. kokoh. juga kucing saya suka. dan ngebersihin bulunya gampang.,Positive
sambungannya tidak rapih..,Negative
"Respons penjual sangat baik, pengiriman sangat cepat.",Positive
"Kualitas mantap, pengiriman sangat cepat. Luar biasa..",Positive
"Pesen white & silver, yg dikirim white & red.. kecewa ga sesuai pesanan",Negative
"Barang sdh diterima dlm kondisi baik.., packing bagus rapi, pengiriman cepat..., mksh",Positive
"sedih kirang pensil alis, tolong lebih teliti lagi",Negative
"arrived safely! yayy puas banget, thank uuu Mizan! cantik banget bukunya????. ga ada defect apapun yuhu, puass! thank youu mizan!!????",Positive
"Produk tidak sesuai, pesan laminasi tapi dikirim tanpa laminasi, tulisan buram, prosesur pemesanan sangat ribet",Negative
penipu.. tidak jujur.. keciwa.. semoga tidak ada berkahnya..,Negative
"jangan beli di toko ini udah etikat baik ngasih penjelasan colokan mic di soundcard nya gak berfungsi,tapi pesan yg berkali� cuma di read gak ad tanggapan bener�. mbak atau mas tolong jualan yg amanah,transaksi jualbeli akan berkah dan sah kalo sama� saling menguntungkan.saya bener2 gak ikhlas,gak akan berkah jualan anda mksh.",Negative
baik,Positive
Selalu terdepan. Response sangat cepat. Barang dikirim sangat cepat. Sukses selalu.,Positive
barang bagus dan layanan bagus,Positive
sesuai harga,Positive
mantaaapppppp battt. rasa renyahhh.......hrg FS 30k... free ongkiiir pula.... luv...luv....luv...??,Positive
"diskon nya nipu,barang nya ternyata sesuai dengan harga",Negative
Berfungsi sesuai deskripsi,Positive
lubang microfonnya error :(. bunyi nging terus jadi gabisa dipakai,Negative
"Oke mantap, pengiriman cepat, seller ramah fast response. Produk sesuai harapan. Thanks",Positive
kurang puas,Negative
"peasanan cpt smp, kemasanya rapi, brangnya bagus.",Positive
Ada cacat pada saat sampai di rumah ??,Negative
"Barang di kirim tanpa bubble pdhl sdh info kalau mendung gelap bahkan gerimis kecil,tp tetap di kirim tanpa di lapis apa pun. dus kalau kena air bkl robel dan tembus.",Negative
barang tidak sesuai deskripsi bukan fast charger saya sudah coba di hp saya yang mendukung fast charger tapi setelah memakai kabel ini jadi normal charger bkn fast charger,Negative
Barangnya gk berfungsi semestinya,Negative
barang yg saya terima dari 9 hanya 1 kondisi masih bagus dan layak pakai,Negative
"bagi temen mending ga usah beli drone disini, drone yang saya pakai baru dipakai 1 hari terbangnya udah miring, pas take off malah jungkir balik sendiri, baling-baling kadang mati kadang hidup, chat ke penjual cuma diread dan ga direspon, klo ada bintang 0 mah udah tak kasi bintang 0 ni toko. ga niat jualan.",Negative
"dichat katanya warna biru ready,wktu order jg sdh dikasih keterangan warana biru.tp knp yg dikirim malah warna hitam?? tapi ya sudahlah sy terima saja",Negative
"Yang datang merk BUCK-i entah karena promo atau apa, tapi belum sempat take a picture, nanti saya update lagi ulasanya,barusan saya search buck-i knife, lebih murah.kalau memang mau ngadain promo, jual barang yang bener,saya kecewa sekali dengan brand GM yang sudah saya percaya berkali kali,",Negative
pembelian Kesekian kalinya dan biasanya dikemas pake kardus tapi yang dikirim cuma pake bubble wrap dan pecah lagi. ajukan barang rusak katanya bukan kesalahan toko tapi pas dicek masa patahannya/ serpihannya kurang. saya coba satuin tapi ada bagian yang memang ngak ada. apa di pengiriman mereka buka bubble wrap terus diganti gitu?,Negative
"Selalu suka dengan dr soap,,,repeat order selalu beli disini",Positive
"Seller kirim barang kurang, beli 24 datang hanya 21, dikomplain baik2 malah bilang ga mungkin, nuduh buyer bohong padahal cuma uang 50rb an selisihnya, coba cek tuh sistem sortir disananya, ga bikin kaya kalo cuma mau nilep 50rb an mah",Negative
pengiriman lamaaaaaaaaaaa banget hampir seminggu,Negative
KIRIM PAKET GA NGOTAK.. RESOLUSI ARBITER TOKOPEDIA USELESS.. ??,Negative
"sangat kecewa belanja disini, response sangat lambat,order instant courier di kirim besok nya & sore pula aduuuuh... Official store tapi pelayanan nya kayak gini, its not recomended deh",Negative
"Ini toko korup.,ga sesuai sama isinya..not recommended",Negative
Sesuai harga,Positive
"untuk sepatu adidas ultra boost sya tidak bisa lengket, udh dicuci bersih trus sya ampelas bagian yg mau di lem tpi tetep gamau lengket, semoga pembeli yg lain bisa lengket gak seperti di sepatu sya",Negative
bahannya luntur????,Negative
"barang sudah diterima dalam keadaan cacat,seperti ada yg nyobek,lain kali packingnya jangan cuma kresek doank,itu jga cma 1 lapis",Negative
iya brang nya bagus,Positive
"Pesen hari selasa malem, nyampe rumah rabu sore.. kamis masih aman, jumat pagi di minum udh asem.. padahal masih banyak.. jadi kecewa :(",Negative
"ribet pemakaian , gk di saranin beli",Negative
"Di gambar kelihatan besar tapi kenyataannya kecil sekali kaya mainan, sampai sekarang bingung untuk makainya buat pakai apa tanggung sekli, kecuali buat naro benang mungkin berpungsi, nyesel banget telah beli kotak ini!!!",Negative
sudah diterima...packingnya rapih..tebal bungkusnya double buble warping..jd aman isinya..sellernya fast respon fast delivery..Positive job mksh buat agan sellernya dan abang kurir yg ramah..,Positive
"bukunya original, bagus tidak ada cacat. Sayangnya saja respon dari penjual lama sekali, bahkan tdk di respon.",Negative
Bahannya nyaman ??. Nyaman di punggung. Beban tersebar merata. Desain ergonomis. Gampang dipakai. Penjualnya ramah banget. Bahannya fleksibel.,Positive
"paketnya datang cuman bungkusnya doang, barangnya sudah nda ada,",Negative
sayang sekali mau tukar kerana ada yg tak fungsi tapi mahal di ongkir,Negative
"bahan adem tapi tipis sekali, terawang klo dipakai. sesuai dg harga lah... Bahannya adem.",Positive
kecewa kaca lampu yang kecil nya ga ad satu.......,Negative
lem gak kuat,Negative
NOISE BANGET SURANYAA GABISA DIPAKE,Negative
Niat mau main di televisi tapi sama sekali gak bs tampil di tv... mau return kondisi bgini susah kemana2.. jadi yasudahlah..,Negative
"Chat tidak di balas, Kuota yang di janjikan 50gb nya tidak masuk, hancur la Parah parah",Negative
"gak ada sablon di box nya, harga mahal pula",Negative
"suka banget belanja disini, pelayanannya sangat cepat dan ramah juga kooperatif. barang datang packagingnya aman bangettttttt... hasilnya yaowoh memuaskan ?? secinta itu sama final touch nya... yakin repeat order kalo ada acara� lagi",Positive
"barang lumayan bagus, respon penjual cepat",Positive
Kualitas produk mengecewakan. Mulut buaya baru dibuka 2x sudah stuck dan tidak bisa dipakai lagi. Klaim bisa mengembalikan barang juga ternyata prosedurnya tidak mudah. Akhirnya cuma jadi sampah di rumah.,Negative
innalillahi.... gan klo jualan yg JUJUR.... agan jual 1 kg knp yg dateng yg 800gr ...gw apal bangt kantong 800gr sama 1 kg ... dah sering beli .... 200gr ya tagih di AKHERAT yaa gan .... makanan kucing aja paki bohong jualan nya... nauzubillah.... terakhir gw belanja di toko ini ... ngga BERKAH loo gan rizki nya dg cara nipu kaya gini... biar diterkam kucing2 loo nnti di AKHERAT nya....,Negative
"Sesuai pic dan bisa disetting rebahannya sesuai kemauan kita, walaupun tdk otomatis krn harus agak didorong dan ndak ngunci�tp overall nyaman",Positive
Fast resp seller pengiriman cepat packaging rapihhh aman barang lengkap sesuaii thankss a lott????,Positive
Pelayanannya sangat buruk,Negative
"Saya kecewa, di tunggu tidak ada respon yg baik dari penjual nya,",Negative
"Brg dtg dengan kondisi stick nya ga ok, kenapa penjual ga d periksa dl yak.. trus minta tukar tp ga mao tanggung bersama ongkir nya (50:50 donk).. emg penjual ga mao rugi... ya mao ga mao byr uang xtra utk ongkir sana sini tukar stick. smoga kedepannya bs lbh baik",Negative
"pie susunya jamuran, duh parah bgt sih jualan",Negative
"Sangat kecewa, barang rusak.., reseler jualan tdk amanah... Klo jualan amanah ya kak biar berkah..",Negative
ngirim keluar daerah.....jangan pake kurir anteraja bosku......ke pelosok2 dia gk masuk....karna gk punya cabang didaerah kecil2,Negative
"Barang pesanan sampai, cuma tidak sesuai dengan yg saya pesan, komplain tidak ditanggapi dibales cuma sekedarnya, di telp tidak diangkat, di wa gak di bales, dr pada lama nunggu balasan dr agan ini mending saya jual aja tu liquid.. br kali ini belanja di tokopedia nemu seller yg kyak begini..gak2 lagi2 deh belanja disini percuma Di deskripsi gede2 ditulis jgn sampai kurang isi keterangan soalnya bkl_an di kasih random ehhh ini malah seller nya sendiri yg salah begitu, minta maaf pun gak..mending dikasih Nic 6 pesannya Nic. 3 tp produk sama, lah ini seller salah ngirim produk yg dipesan.. Kalo saya siy kecewa berat belanja disini krn barang salah kirim taunya bakalan susah di retur...saya juga lg liburan gara2 begini saya sibuk ngurusin beginian nunggu2 masalah ini cepat kelar.. SORRY TO SAY NOT RECOMMENDED SELLER",Negative
"kecewa order disini beli produk kenmaster tapi yg dikirim label yang berbeda dengan foto di etalase produk, bulu tipis dan ternyata gagang tidak bisa diperpanjang pula",Negative
"meja laptopnya begitu dibuka kardusnya sudah pecah diujungnya dan ada retak juga dibagian bawah, trus mejanya juga hijau kusam seperti barang bekas pakai, seller dikomplain menolak penukaran barang dengan alasan buktinya kurang, malah diarahkan utk menggunakan asuransi dr tokopedia, dgn proses yg ribet harus ada bukti pemusnahan barang jg, pas sy lihat lagi ulasan2 ternyata banyak juga yg dapet mejanya pecah dan rusak, dan mereka semua pada kecewa, saran kalau jualan yg jujur, kl memang yg dijual barang bekas atau ex display bilang saja tulis di deskripsi yg jujur, tolong tokopedia lebih selektif terhadap toko yg seperti ini, packing barang juga terkesan asal2an cuma pakai kardus tipis saja ga pakai bubble wrap sama sekali, semoga ga ada lagi customer yg tertipu seperti saya",Negative
Sangat mudah pemasangannya,Positive
jauh dari expektasi bahannya kucel,Negative
"Waktu sampai nya lakban Tokopedia di saya sangat lama,ketika saya tanyakan malah di suruh komplain,pelayanan nya buruk,admin yang bagian chatting nya sangat buruk dalam melayani Customer",Negative
"GUA BELI DAPETNYA V2, DI DESC GADA PENJELASAN MENGENAI VERSI, BAGUSAN V1 APALAGI RGBNYA RGB V2 BENER BENER CUMA RED GREEN BLUE SISA WARNANYA GAGUNA SWITCH PULLER GADAPET RGB REDUP PULA NGGA ADA PEMBERITAHUAN MENGENAI VERSI KEYBOARDNYA BENER2 KECEWA KAPOK BELI DA Ambil ae v*rt*x v7 tuh bagus drpd ini kecewa mau gua jual lagi pokoknya",Negative
Mainannya bagus banget ??????,Positive
"paket sdh sy terima, belum dicoba smg anak sy suka, semoga berfungsi dan awet, makasih ya kak",Positive
kurang bagus..kurang pas sama fotonya,Negative
TOP BGT,Positive
kecewa !!!,Negative
Mantap barangnya next order lagi Barangnya original ??,Positive
Tajam. Kualitas Produk Bagus. Produk Original. Produk Sesuai.,Positive
ada yg baru 1x dipake penyangga plastiknya sudah keluar dari keranjangnya (sobek jaringnya). sedangkan yang lain pun engga sampai 1 minggu sudah keluar penyangganya. kualitasnya tolong di tingkatkan,Negative
barang nya gak saya terima tiba-tiba saja ada nama penerima nya .... kecewa banget jadi nya walaupun si grtis dari penggunaan pertama Tokopedia tapi kalau begini kan jadi males buat gunain Tokopedia,Negative
"Setelah kemasan dibuka, tercium aroma kecoa yg sgt menyengat. Entah apakah mata bor disimpan di tempat yg bersih atau tidak.",Negative
Jamnya bagus banget. Produk sesuai dengan foto. Nyaman dipakai ?,Positive
"luar biasa, packing di jamin aman, pakai bubblewrap. cepet banget prosesnya. senin malam cekout, paginya kirim, hari ini rabu sore sampai. sangat cepat. sangat puas. terimakasih, sukses selalu yah tech cube",Positive
entah knp skrg proses orderannya lama banget !!!,Negative
Kualitas Product Bagus. Material bagus. Recomended. Harga terjangkau!.,Positive
tidak ada talinya??,Negative
"Pengiriman cepat, cma packingnya ndak rapi, trus barangnya mudah patah, blom di pkai sudah patah",Negative
"Dari segi estetik bagus banget, tapi cengkramannya kurang, jadi kalo di pake kadang suaranya geter, meskipun bisa dipake.. Dengan harga segitu, sangat worth it apalagi designnya yang elegant..",Positive
repurchase ke 3 sangat puas dengan barang dan respon seller nya udah gitu selalu dapat bonus terima kasih,Positive
"kecewa banget pengiriman hanya dibungkus buble wrap doang sehinga ptodak ada yg pecah , dan ada prodak yg bocor tetap dikirim ketika dikomplain disuruh kirim balik bayar ongkosnya rp 10 ribu tapi dikembalikan hanya rp 6 ribu sj , quality kontrolnya jelek , pengemasan nya seadanya sj",Negative
Barang kondisi diterima baik dan aman. Saran aja mohon lebih cepat proses kirim nya dan klo di chat jgn respon nya lama sekali. Tks,Positive
"salah satu putarannya kunci los hingga kunci jd tdk terpakai, tp sy males return mungkin sesuai harga x ya. utk respon sich oke...tp tdk ada say sorry dr penjual,,,",Negative
"enak, isiannya banyak, sausnya mantap",Positive
"Barang yang diterima cacat pada analog, untuk komplain tetap dilayani tetapi dari saya sendiri tidak kirim kesana karena ribet dalam ongkir dan pengiriman nya. lain kali tdk apa apa di buka segelnya untuk di cek analognya, sehingga tidak perlu masalah complain dan kirim balik sana lagi, Terima kasih",Negative
"Buku bagus, baru cek sekilas dalamnya tapi gaada masalah sih keknya. b4 karena detail covernya agak rusak gitu. ya itu aja sih keluhannya",Positive
"Pashminanya pendek, gak seperti yang ada di deskripsi",Negative
Modelnya cantik ??. Bahannya adem. Nyaman dipakai. Jahitan rapi. Warnanya cantik ??. Mudah dibentuk.,Positive
Sudah kesekian kalinya pesen green screen di sini... Dan tetap selalu puas dengan pelayanan dan produknya????,Positive
"Brg sudah sampai dgn cepat,cm sehari. Tp sy kecewa krn sy minta warna di mix tp yg dtg cm wrn hitam,next cb dichek permintaan pembeli ya kak,ckp sekali sj belinya deh",Negative
paaaaas banget ukurannya buat gantiin tempat sampah lama. barang bagus warna cantik. miniso ga pernah ngecewain sihKualitas Product Bagus. Material bagus. Harga terjangkau!. Recomended.,Positive
"microphone tidak bekerja, sisi kiri kurang bassnya",Negative
"Proses dan pengiriman lama, gak recomended buat yg ingin cepat dapat vitamin di masa pandemic kaya skrg.",Negative
Produknya baik dan kualitasny good banget. produk sampai ke konsumen dalam kondisi baik. sesuai sih sama harga juga so overall very good lah ??,Positive
barang sudah sampai dg selamat..packaging rapi..3-4 hari dari proses pemesanan sampai tiba di Malang..terima kasih ??,Positive
"Pengiriman super cepat, barang bagus, recommended seller, thanks",Positive
Nyaman dipakai si kecil. Ukuran sesuai. Bahannya tebal. Bahannya berkualitas. Empuk buat jalan. Modelnya keren ??. Motifnya kekinian.,Positive
kondisi drum pad nggak rapih masih banyak lem belepotan,Negative
"kurma matang sempurna,mantap pokoknya. pas buat anak kecil atau pun orang tua sukses dan smoga berkah gan aamiinn",Positive
Wanginya tidak menyengat dan tidak lengket ditangan. Pengiriman cepat dan aman karena packing tebal pakai dus dan Buble wrap. Sudah langganan beli produk di sini. Recommended seller,Positive
"Ngirim barang gak sesuai pesanan, ngeselinnn !!!!!!",Negative
Bisa melempar jauh. Sesuai dengan deskripsi produk. Selalu ready stock!. Packing rapi ??.,Positive
"Kualitas kokoh. Slot cartridge-nya terbuat dari karet, jadi gampang masukinnya dan ga bikin cartridgenya lecet, ukurannya juga compact bgt, gampang dibawa kemana-mana dan ga menuh-menuhin tempat. Motifnya juga bukan cuma gambar atau stiker, tapi bener2 timbul dari bahan karet",Positive
mantap,Positive
"dipenjualan tertulis obeng magnet ,bohong obengnya ga magnet sama sekali akan sulit untuk yang baru belajar jika tidak memiliki alat yang lengkap .kecewa parah",Negative
"Terimakasih,,barangnya DA nyampe",Positive
Pertama x custom dan hasil ny sesuai request,Positive
sangat mengecewakan pesen kotak2 yg dateng celana stret buat renang engga bisa di pakai engga lgi bli di toko ini,Negative
"Penjual amanah, responsif. Kabel berfungsi baik. Pengiriman cepat. Terima kasih.",Positive
byk yg hancur dikirim ke jkt,Negative
Suka dengan bardi ini. Membantu banget matiin beberapa alat pas jam nya tidur dan hidup di pagi hari...dirumah sudah pakai beberapa alat bardi seperti cctv. Di akses nya sangat mudah walau diluar rumah.. Keren..????????,Positive
Order yg k2 ko sy sangat kecewa...bungkus sudah pecah kopi berhamburan k mna� Gak tau ini kesalahan dr selese seler atau kurir.,Negative
Ga akan bl lg dsni. Thx. Saya kecewa.,Negative
trimakasih barang sudah sampai tapi sayang kulitnya ada yang cacat,Negative
barang sesuai harga,Positive
Kecewa sekal,Negative
original mantappss,Positive
"Highly Recommend Seller, sangat ramah dan komunikatif dalam memberikan konsultasi serta sabar dalam menjelaskan detail pertanyaan. Proses ordering hingga terbit Vouchernya sangat cepat. Good Job ????????",Positive
"pengiriman cepet banget, packing aman banget.. pokoknya mantab",Positive
ternyata tipis bahannya,Negative
"Bahan dan konstruksinya tidak kuat, mudah patah.",Negative
Ga rapi bnyk yg item .....,Negative
Kualitas bahan bagus ?? Nyaman dipakai ? Tidak menerawang,Positive
Hasilnya tahan lama. Proses pesanan cepat. Packaging rapi. Respon penjualnya top.,Positive
Barang yang sampai berbededa dengan do foto,Negative
Enak bgt & cepet sampe,Positive
"sesuai pesanan yaa,lama bgt smpx tp Kualitas bahan mantap ??. Dijamin Termurah. Berfungsi dengan baik.",Positive
pembelian yg ini sy kecewa krn lampunya nggak nyala jg cetekan yg 100 tdk buny,Negative
"tidak sesuai dengan kapasitas yg tertera di boxnya,kecewa pokoknya..kalo bisa gue balikin ..gue balikin dah",Negative
mantulllll....??????Tidak memicu alergi. Menggunakan bahan alami. Aman untuk bayi ??. Tanpa bahan pengawet.,Positive
"udah pembelian ke 2, awet dan tahan lama.. gak gampang rusak... paling beli lagi karena ilang ato dipinjem gak dibalikin",Positive
gampang putus :( kurang mantep dipake nya,Negative
"stok vitamin wajib di luar perMaduan ???? ikhtiar menjaga kesehatan. sempat ketar ketir karna packing hnya bubble wrap tnp dus/ air pouch, tp pas unboxing alhamdulillah aman semua, ED jauh. smp dlm keadaan selamat. thanks bgt seller ??????",Positive
"Pembelian kedua, sayang kabel ga sesuai, jadi beli kabel dulu. Tapi produk masih ok, berfungsi dengan baik. Terima kasih.",Positive
rasanya OK ??,Positive
alhamdulillah barang dtg dlam keadaan aman tidak pecah,Positive
"kecewa gw belanja di sini gak amanah seller nya gw pesen 3 yg di kirim cuma 2 gak seberapa sih harga nya tapi gak jujur yg jual nya, moga berkah aja dah lu dagang dari hasil gak jujur??",Negative
Belinya transpulmin baby yg sampe transpulmin kids.. sorry dksih bintang 2 biar ada perbaikan kedepannya.. thx,Negative
"sudah jelas di foto 1 botol pecah,,, masa barang pecah harus tetap di kirim ke toko nya,,, kalau tidak di kirim tidak akan di ganti barang atau kembali kan uang,,,",Negative
"Murah, simpel, sampai sana tinggal tukar",Positive
barangnya bagus. lucu. semoga ada versi besarnya. untuk anak kelas 1 SD gitu. hehehe,Positive
"Pelayanan bagus, mantap, rekomen banget beli disini. Terima kasih.",Positive
keren sdh tiba kartu Remi Nya Packaging aman ??.,Positive
Alat mudah digunakan Barang sesuai deskripsi Packaging aman dan bagus pokoknya rekomend,Positive
l2 r2 trigger nya ampas macam ***,Negative
"Respon cepat, barang sesuai pesanan.. Bahannya adem. Tebalnya pas!. Packing aman. Recommended..",Positive
Kenapa tombol kananny gerak sendiri? Gk bisa balik ke kiri. Seperti lengket gitu. Mau ngirim videony tpi gk bisa,Negative
"ga adda mesin nya,, jangan di beli...",Negative
"Parah, pesan warna hitam atau biru dikirim kuning semua, buta warna apa seller nya? Udah gt lama banget diproses nya",Negative
"yang dipesen putih, yang dateng kuning. admin udah pastiin yang dianter putih, tapi nipu, tetep yang dateng kuning. min, mending jujur bilang stok kosong daripada barang diganti yang beda jenis.",Negative
"baru di colok listrik nya kok lampu batre nya udh full semua y, belum juga di cas ke aki.. tidak berfungsi y alat nya",Negative
"baru beli seminggu yg lalu, cuma pake bentar, pas mau pake lagi uda ga bunyi.",Negative
Model dan warna aku suka tp pemasangan sedikit ribet moga ja awet,Positive
"Untuk sampulnya, kenapa tidak pakai hard cover saja? Hard cover dilapis soft cover seperti ini, kesannya berantakan. Untuk pembatas bukunya cepat lepas, bahkan pd hari pertama saya baca buku ini",Negative
"Penjual ramah, barangnya bagus, sesuai dgn pesanan, packing rapi, padahal cmn pesan 1 ??????????....",Positive
"To be honest ! Barang rusak ( tangkai patah ) dikirim, saya salah juga pas buka ga di video unboxing. But overall, sangat - sangat mengecewakan sih kualiatas barang ini toko, padahal sudah di kasih notes waktu pemesanan, harap di check dulu min barang sebelum dikirim. Kapok sih klo saya !!!",Negative
1 pc warna pink. lampunya copot.. di chat complain gak dibales... kecewa sedikit,Negative
Pengiriman okay. Packing aman. Barang sesuai deskripsi.,Positive
"pengiriman cepat bangeett, packing aman, walo dapet flash sale tapi expired masih lama ????",Positive
"pesan dari tanggal 5. ini udah tanggal 8 barang belum NONGOL!!! Gila parah banget. toko laen, saya pesan obat tgl 6, hari ini tgl 8 dah nyampe. ckckckck lama bangeeeettt dan super slow respon duuhhhh. kucing jalanan yg udah pesakitan modelannya bisa2 + drop gara2 manusia2 modelan lemot gini kerjanya",Negative
pengemasan perlu ditingkatkan,Negative
Memang sih murah barangnya... Tp boleh lah ya komplain.... Btw ini sy yg ga bisa make nya apa barangnya yg rusak ya?? Udh pake splitter jg ga fungsi ??????,Negative
Ada garansi resmi. Kelengkapan sesuai. Kemasan disegel. Spesifikasi sesuai .,Positive
Terima kasih atas pelayanannya yang baik dan cepat senang belanja di sini semoga sukses selalu untuk tokopedianya,Positive
Terima kasih Gan. Barang diterima aman dan berfungsi baik sesuai pesanan. Kondisi aman semua lampu menyala. Tambahan packing kardus dan bubble wrap ini sangat membantu.,Positive
"Sblmnya maaf boxnya gasempet difoto, tapi packingnya rapih bre ?? walau bukan pakai bubble wrap, tpi tebel dan aman dari guncangan dan benturan padahal isinya juga kokoh ?? Harga udah murah, pelayanan juga terbaik dari sellernya, gila sih pokoknya Juara sih ini ???? Build nya kokoh besi, dan kontrolnya agak sulit btw krn hanya cukup control di sikunya, tapi kalau dh terbiasa sih enak aja.",Positive
"Obatnya manjur, anjing ku udah mulai pulih dari sakit kulitnya, thanks gan, recommended seller",Positive
"5jam lgsg sampe, packing aman buble warp, kondisi barang sudah dicoba mantab lancar bagus hasilnya, penjual fast respon. Terima kasih seller.",Positive
"SETELAH DICEK TIDAK UTUH 32GB. KOK BISA YA???!!.. KEMANA SISA 3GB NYA MAS/MBA???KRN LAGI BUTUH, YAUDAHLAH CUKUP TAU BELI DISINI. PERTAMA DAN TERAKHIR BELI DISINI.",Negative
gak sesuai gambar depan terlalu pendek,Negative
Barang diterima dengan baik. Terimakasihh ya... semoga bermanfaat.,Positive
barang saya terima dgn baik dan benar dan tepat waktu,Positive
kaget pas dateng ternyata bahannya bagus kualitasnya bagus padahal harganya murah wk,Positive
kecewa sih pesannya L5 iya L5 tapi berasa. itu celana XL kecil amat heedewhh bikin kecewa sama ini toko mana bahannya tipis juga.,Negative
kecewa dan sangat kecewa. pertama belanja sdh salah belanja ke dua berharap ada perubahan tp ttp salah.,Negative
barang sudah sampai dengan baik.. packing rapih.. dan baik.. terima kasih,Positive
"Well...10 hari baru sampe, fix pesanan terlama di tokped saya, sobek pula bungkusnya...ok thanks sampai dsini",Negative
"mantab, pengiriman cepat, packaging terbaik.",Positive
"Pesanan cepat diproses, packing rapi, sesuai pesanan. juragan mantab. ?????? selalu Repeat order kesini.",Positive
"Kirim barang yg dikirim salah, kata �maaf� pun nggak ada. Barang lama sudah diterima barang baru kirimnya lama. Ongkir juga nggak tanggung jawab. Official Store koq pelayanannya kaya begini, bikin kecewa banget !",Negative
Kecewa wanginya biasa aja. Wanginya ga tahan 1 jam boro2 bisa 12 jam sprti iklannya. Masih bagus bibit parfum pinggir jalan deh.,Negative
"deskripsi diameter depan filter keliru, sehingga ketika saya pasangkan lenshood ataupun lenscap gak cocok",Negative
Baru pakai sekali langsung koyak... bahan tipis... pengiriman lama.. chat ga pernah di bls.. ga recommended...,Negative
GA ADA PACKING BUBBLE NYA,Negative
"warnanya cantik,baunya tidak menyengat, harga terjangkau, pengiriman cepat, packing aman..",Positive
"KECEWA DAN SANGAT TDK PUAS DGN PELAYANAN.sejak tgl 18 setelah order barang, saat itu status masih Menunggu Konfirmasi, jadi artinya BELUM DIPROSES OLEH PENJUAL.. Saya melakukan pembatalan karena saya ingin mengganti produk yg akan saya beli DI TOKO yg SAMA.. Saya konfirmasi Penjual melalu Chat sampai 3x untuk minta proses PEMBATALAN.. Sampai malam hari sebelum tidur, status masih Menunggu Konfirmasi yg artinya Pesanan saya BELUM DIPROSES.. Tp kemudian tgl 19 Juli 2021 Pagi, penjual mengubah statusnya menjadi DIPROSES.. Yg artinya penjual tidak berkenan melakukan pembatalan.. Dan status diubah jadi MENUNGGU KURIR (masih ditanggal 19 pagi).. Tapi sampai tgl 21, BARANG BELUM DIKIRIM, dan status masih MENUNGGU KURIR.. Status pengiriman tidak terupdate.. Penjual MENYALAHKAN PIHAK provider pengiriman..Barang baru dikirim setelat saya Lapor Ke Pihak TOKOPEDIA..",Negative
raknya pecah.. packingnya gak ada pengamanan,Negative
"tidak sesuai foto, tdk ada tulisan photofast. bahan tipis ringkih.",Negative
bahan panas ga menyerap keringat motif printan nya agak buram,Negative
"barang sesuai gambar, cuman perlu adaptor 12v lagi supaya bisa nyala. terima kasih juga buat kurirnya",Positive
"terima kasih, barangnya sudah sampai dgn selamat, produknya oke banget! packagingnya juga aman, recommended banget",Positive
pesanan diproses sangat cepat. tapi sayang filternya gak bisa saring kotoran kecil. padahal semburan air nya mantep. tapi tujuan aku beli ini buat saring kotoran :(,Negative
"sampe cepet ..makasihh yahh,,anak aku seneng bangettt..",Positive
"yaampunnn.... mentang� Rp. 0 x nih yah krna penguna baru... baju sih baju tapi gimna mau dipake lobang lehernya itu kecill amed,, anak yg 11 tahun pun gak bisa pakai... padahal mah lumayan lah bahannya walaupun tipis..",Negative
mantap..kinerjannya cepat..sangat responsif...recommended !..,Positive
lumayan ckup bgus sesuai hrga lah ya agk tipis yg hitam tp bgus kok semoga gk rembes dpake hujan2,Positive
"Puas Banget ?????????? Barang sesuai harapan, kualitas bahan bagus dan Kokoh..Response penjual sangat baik (cepat) ..Terima kasih banyak Gan????????????Sukses selalu ya..",Positive
"bagusss banget gambarnya, sudah dicoba topup dr NFC handphone juga bisa, thanks seller",Positive
sesuai order,Positive
mantap...sangat agresif..proses cepat...recommended,Positive
Barang emang harga aslinya sekitar 55 an tapi seller sok sok an bikin diskon yg dari 99rb di diskon 59rb.Olshop emang keras,Negative
kualitas kurang,Negative
